№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
45;2,00961E+11;Товар_2500;Борисов Инкорпорэйтед;01.10.2021;3252686.1741498965;24.09.2021;nn-424/15;0.040351666;61.98;20.0;июн.19;69.89
1283;2,01194E+11;Товар_2615;ЗАО «Громова Селиверстов»;28.08.2021;6776715.70573568;05.05.2021;nn-425/15;0.494711638;304.42;10.0;35.46;335.09
4173;2,00801E+11;Товар_5598;РАО «Ершов»;15.04.2021;2435112.2389918906;20.05.2021;nn-426/15;5.592874124;227.32;10.0;39.7;245.72
2471;2,00996E+11;Товар_634;Авилон АГ;20.06.2021;3484797.997002007;04.08.2021;nn-427/15;0.189371722;1651.3;10.0;160.81;1827.18
2113;2,0137E+11;Товар_2845;ИП «Дроздова Одинцова»;15.04.2021;11637399.11824247;02.04.2021;nn-428/15;3.957066237;220.72;10.0;29.74;252.64
3438;2,01571E+11;Товар_5162;Уварова и партнеры;10.10.2021;16000840.8;30.10.2021;nn-429/15;0.719560263;309.61;10.0;48.96;346.99
573;2,00976E+11;Товар_1895;Матвеев Групп;22.08.2021;3835941.6775273336;19.09.2021;nn-430/15;0.436822783;262.88;20.0;38.71;295.16
1187;2,01068E+11;Товар_3471;ОАО «Королев»;28.05.2021;5519470.514529232;09.07.2021;nn-431/15;3.683608781;фев.81;10.0;ноя.13;мар.42
1249;2,00228E+11;Товар_116;Блинов Лимитед;26.05.2021;2000979.1512326128;03.06.2021;nn-432/15;0.556687853;233.97;10.0;23.93;256.44
2899;2,00432E+11;Товар_3004;ЗАО «Лихачева»;24.08.2021;2046208.370763748;27.07.2021;nn-433/15;0.336247987;215.5;10.0;окт.75;232.83
2940;2,00708E+11;Товар_2394;Mail.Ru Group;06.08.2021;2406153.7149327067;05.05.2021;nn-434/15;2.35075375;1836.66;10.0;97.0;2026.51
4842;2,00696E+11;Товар_5196;Прогресс;01.11.2021;2280181.699393684;20.10.2021;nn-435/15;4.01607377;46.34;20.0;37.83;52.52
4998;2,00752E+11;Товар_5231;РАО «Александрова»;09.10.2021;2417308.454914584;03.11.2021;nn-436/15;16.124201386;1523.83;20.0;56.45;1705.73
4743;2,00362E+11;Товар_4822;Стрелков Лимитед;13.11.2021;2035809.1791501285;23.11.2021;nn-437/15;9.071266558;137.93;10.0;43.58;163.78
3064;2,01008E+11;Товар_4675;РАО «Стрелкова, Нестеров и Веселова»;09.11.2021;3568212.746698024;12.11.2021;nn-438/15;1.360460999;апр.98;10.0;янв.78;май.13
3682;2,00163E+11;Товар_1091;Русакова и партнеры;15.06.2021;2000199.1233719;13.05.2021;nn-439/15;6.606700054;45.66;10.0;68.26;55.39
3470;2,0014E+11;Товар_2649;Монетка;12.08.2021;2000086.263732198;12.09.2021;nn-440/15;0.103946474;84.23;10.0;50.5;90.65
1502;2,01157E+11;Товар_4038;Комиссарова Инк;19.03.2021;5283142.98022142;09.03.2021;nn-441/15;0.212726616;178.87;10.0;13.64;183.7
3652;2,00377E+11;Товар_2812;ООО «Евдокимов»;05.07.2021;2025548.6468882372;24.09.2021;nn-442/15;3.565133765;37.94;;фев.29;42.87
1582;2,00348E+11;Товар_3927;Компания Газ-Альянс;23.05.2021;2004950.625234208;27.04.2021;nn-443/15;0.081249496;210.76;10.0;18.69;236.33
948;2,01257E+11;Товар_2553;Беспалов и партнеры;23.09.2021;10870095.91632324;09.10.2021;nn-444/15;0.064948116;67.44;10.0;31.39;71.45
357;2,01483E+11;Товар_4280;ООО «Суворова-Данилов»;13.07.2021;14880057.700634995;27.05.2021;nn-445/15;0.068728274;1252.63;20.0;43.42;1369.07
2019;2,00761E+11;Товар_2176;ООО «Савина Комиссаров»;29.11.2020;2730449.825263571;24.04.2021;nn-446/15;6.23232326;144.44;;36.72;172.11
224;2,00986E+11;Товар_454;ИП «Филатов Карпов»;01.09.2021;5386534.77060311;30.09.2021;nn-447/15;0.078611594;24.54;10.0;0.96;25.53
2794;2,00976E+11;Товар_5055;ОАО «Артемьева-Евдокимова»;21.10.2021;3976562.8708931752;03.11.2021;nn-448/15;0.38986399;540.7;10.0;36.63;594.37
971;2,00339E+11;Товар_391;АО «Ларионова-Кулакова»;13.09.2021;2003547.810404788;15.11.2021;nn-449/15;0.042516372;252.2;10.0;18.июл;272.85
883;2,01496E+11;Товар_1960;Роснефть;02.09.2021;14009443.132465638;04.09.2021;nn-450/15;0.205922071;185.62;20.0;34.9;211.38
152;2,00433E+11;Товар_3547;ЗАО «Ильина-Муравьев»;22.09.2021;2013915.1721947787;22.09.2021;nn-451/15;0.086700305;408.62;20.0;39.89;464.0
3196;2,00537E+11;Товар_1738;Зыкова Инк;31.10.2021;2008698.115309357;06.09.2021;nn-452/15;0.778634606;797.79;20.0;39.88;862.89
4383;2,006E+11;Товар_2308;Астеллас Фарма;09.10.2021;2120555.9126785696;18.08.2021;nn-453/15;1.38735562;127.81;20.0;июн.88;143.87
875;2,00271E+11;Товар_1199;ЗАО «Бирюков, Рожков и Денисова»;21.05.2021;2005561.965342284;29.05.2021;nn-454/15;0.736136369;66.99;20.0;45.71;78.52
4885;2,01528E+11;Товар_5615;ЗАО «Денисов-Дмитриева»;08.09.2021;16000840.8;20.09.2021;nn-455/15;7.525225065;294.79;10.0;июн.47;310.42
4061;2,01193E+11;Товар_3307;Новосибирскэнергосбыт;12.09.2021;5813985.913168339;19.09.2021;nn-456/15;4.227173365;64.78;10.0;окт.69;71.59
4248;2,01559E+11;Товар_3176;ООО «Орехова»;12.10.2021;15529421.429293564;;nn-457/15;4.084695768;924.31;10.0;76.9;1020.56
4531;2,01442E+11;Товар_4966;РАО «Трофимова-Соловьев»;17.09.2021;15114785.77390343;26.07.2021;nn-458/15;7.486108479;21.74;10.0;май.15;23.92
2009;2,0158E+11;Товар_4760;АО «Гуляева, Гурьева и Тимофеев»;04.10.2021;16000840.8;14.10.2021;nn-459/15;7.872567456;245.08;20.0;26.мар;293.65
2475;2,00386E+11;Товар_894;АО «Пестова Михеева»;28.07.2021;2003410.039325862;08.09.2021;nn-460/15;0.56683251;814.21;10.0;31.июл;871.76
4053;2,01283E+11;Товар_4277;Александров Групп;14.07.2021;8090082.223183617;01.07.2021;nn-461/15;0.478952759;40.27;10.0;20.сен;48.33
3200;2,00292E+11;Товар_5045;ООО «Рогова»;01.07.2021;2005474.8269888156;23.03.2021;nn-462/15;2.265562216;296.8;20.0;34.9;331.29
3792;2,0016E+11;Товар_968;ООО «Князев Бобров»;21.10.2021;2000017.0892699272;18.09.2021;nn-463/15;0.31449698;671.91;10.0;102.54;759.97
3649;2,00583E+11;Товар_618;АО «Кошелев Петухов»;09.07.2021;2171682.700815337;01.07.2021;nn-464/15;1.899014969;388.6;10.0;34.32;439.76
679;2,01563E+11;Товар_4464;Алексеева Лимитед;23.08.2021;16000840.8;28.10.2021;nn-465/15;0.357064506;16.56;10.0;14.35;18.54
2016;2,01094E+11;Товар_2017;МУМТ (BAT);08.10.2021;4083742.385243202;19.09.2021;nn-466/15;2.462826624;1119.07;10.0;190.19;1297.67
4686;2,00135E+11;Товар_1712;НПО «Давыдова, Брагина и Комарова»;01.12.2021;2000014.930382988;07.12.2021;nn-467/15;5.867537573;1259.32;10.0;119.31;1405.69
3068;2,00171E+11;Товар_1117;ИП «Никифоров»;27.10.2021;2000014.7335098607;09.10.2021;nn-468/15;1.68168407;514.82;10.0;97.45;574.58
2241;2,00602E+11;Товар_3373;ОАО «Ситников Денисова»;27.03.2021;2210646.373847248;19.05.2021;nn-469/15;2.222809049;313.33;20.0;15.29;348.27
1474;2,00741E+11;Товар_1811;РАО «Сидоров, Никонова и Гущина»;16.04.2021;2559670.3268388086;06.05.2021;nn-470/15;2.235722088;755.32;10.0;17.68;821.83
1945;2,00637E+11;Товар_1993;ИП «Зуев Васильев»;10.03.2021;2199672.575584837;01.01.2021;nn-471/15;8.662618069;419.55;;31.42;474.92
774;2,00869E+11;Товар_625;РАО «Мясников»;30.08.2021;3468293.149372769;03.09.2021;nn-472/15;1.248059405;2017.11;10.0;132.61;2289.12
580;2,0011E+11;Товар_518;РАО «Игнатов, Дмитриев и Власова»;08.10.2021;2000010.512813059;11.09.2021;nn-473/15;0.053831148;108.71;10.0;сен.85;116.28
3380;2,00127E+11;Товар_1970;Псковвтормет;11.11.2021;2000011.210631292;31.10.2021;nn-474/15;0.609757892;276.42;10.0;12.сен;303.45
1411;2,01022E+11;Товар_2752;ЗАО «Никитин-Игнатьева»;22.01.2021;4256000.381516543;11.05.2021;nn-475/15;1.449640223;32.77;10.0;фев.45;36.47
1073;2,0043E+11;Товар_829;СОГАЗ;04.11.2021;2048243.328241182;09.11.2021;nn-476/15;0.05433761;140.65;20.0;18.39;169.57
2651;2,01546E+11;Товар_2941;АО «Горшков, Лихачев и Самойлова»;21.09.2021;15305827.904563555;01.11.2021;nn-477/15;1.656590838;1149.46;10.0;33.22;1232.89
1007;2,01529E+11;Товар_733;ОАО «Калашников-Лобанов»;04.09.2021;16000840.8;11.09.2021;nn-478/15;1.9477795;594.33;10.0;65.74;648.08
1036;2,00191E+11;Товар_1208;ВЭБ.РФ;16.11.2021;2000050.8819982547;;nn-479/15;0.522343435;302.46;10.0;27.88;331.82
3335;2,01124E+11;Товар_4217;НПО «Кошелева-Дементьев»;29.08.2021;6372194.02831439;04.08.2021;nn-480/15;11.99904527;937.77;10.0;81.68;1056.4
732;2,01136E+11;Товар_393;АО «Блинов Сергеев»;10.06.2021;6295362.180516153;15.05.2021;nn-481/15;0.057022904;619.56;10.0;65.54;714.66
2866;2,00411E+11;Товар_1344;Катрен;07.11.2021;2208324.880932047;20.11.2021;nn-482/15;9.619863915;1343.75;10.0;134.41;1497.58
3808;2,01124E+11;Товар_4951;ЗАО «Павлова-Филиппов»;24.09.2021;5124161.595435432;19.08.2021;nn-483/15;0.168912581;61.35;10.0;21.47;66.94
469;2,0104E+11;Товар_305;ООО «Павлов Кузьмин»;10.07.2021;3956196.752586838;30.07.2021;nn-484/15;0.109633845;476.88;;103.0;587.4
1510;2,01511E+11;Товар_4406;ИП «Третьякова Виноградова»;28.01.2021;13779213.085012432;03.05.2021;nn-485/15;2.477960436;274.06;20.0;51.19;321.35
1287;2,01026E+11;Товар_310;Филатова и партнеры;03.07.2021;4272340.62876496;17.02.2021;nn-486/15;2.687678721;334.87;10.0;54.22;383.85
289;2,01354E+11;Товар_459;Бобылева и партнеры;27.04.2021;9007411.3484347;17.06.2021;nn-487/15;0.083780573;363.93;10.0;85.29;420.32
898;2,01069E+11;Товар_1462;ЗАО «Денисова, Романов и Ширяева»;23.05.2021;7634191.732645087;18.05.2021;nn-488/15;1.409699608;208.12;20.0;06.дек;233.14
345;2,00832E+11;Товар_4229;НПО «Игнатова-Морозова»;29.07.2021;2159515.221860707;21.08.2021;nn-489/15;0.350709114;907.68;10.0;34.63;985.19
3148;2,00339E+11;Товар_1508;Силина Инкорпорэйтед;22.08.2021;2005625.6474682493;18.08.2021;nn-490/15;1.392978278;752.67;10.0;59.78;844.43
1222;2,00956E+11;Товар_3815;АО «Хохлов Стрелков»;30.10.2020;2868077.931579299;08.02.2021;nn-491/15;2.053214723;29.апр;20.0;янв.89;31.69
484;2,01177E+11;Товар_1958;НПО «Гуляева-Попов»;19.02.2021;6131093.451781491;03.05.2021;nn-492/15;0.209908444;27.79;10.0;авг.87;29.96
3389;2,00513E+11;Товар_3415;АО «Мясникова-Самойлова»;02.01.2021;2103103.3605859256;04.04.2021;nn-493/15;3.414006009;563.35;10.0;сен.18;606.97
1014;2,00999E+11;Товар_3912;ОАО «Панов»;25.07.2021;5358919.65870379;20.07.2021;nn-494/15;0.16932842;179.79;20.0;28.фев;210.23
2520;2,00371E+11;Товар_2031;РАО «Никитина Турова»;03.10.2021;2010914.8876680343;16.09.2021;nn-495/15;7.31622637;250.31;10.0;80.07;294.65
948;2,01186E+11;Товар_1126;Беляев Лтд;22.06.2021;6514551.5425984375;16.07.2021;nn-496/15;0.460011448;656.18;10.0;16.17;704.32
2203;2,00558E+11;Товар_1193;Метафракс;22.09.2021;2067646.78549908;03.09.2021;nn-497/15;0.93551259;798.85;10.0;110.39;905.91
4727;2,00832E+11;Товар_3982;НПО «Исаев»;20.05.2021;2471455.4415541687;28.07.2021;nn-498/15;6.879815916;252.05;10.0;янв.18;247.75
89;2,01171E+11;Товар_1364;ЗАО «Рябова, Лукина и Котов»;25.08.2021;7008481.199156175;04.08.2021;nn-499/15;0.061316195;64.74;20.0;30.86;80.75
2332;2,00923E+11;Товар_2655;ОАО «Морозов Бобылев»;03.09.2021;2751484.5182856065;29.10.2021;nn-500/15;2.436515079;291.1;10.0;41.09;331.56
2122;2,00715E+11;Товар_3527;Банк Ак Барс;29.05.2021;2198534.849640628;18.07.2021;nn-501/15;2.508382626;442.53;10.0;88.27;500.09
1794;2,0099E+11;Товар_2732;Селиверстов Лтд;28.03.2021;4985887.553219258;20.06.2021;nn-502/15;2.766938258;897.26;10.0;20.34;972.04
2489;2,01394E+11;Товар_4243;ЗАО «Пахомова-Титова»;15.10.2021;11756547.568264956;09.10.2021;nn-503/15;10.102562066;140.78;10.0;май.73;144.37
4580;2,0106E+11;Товар_5047;Куликов Инк;02.04.2021;3491730.5123324897;05.03.2021;nn-504/15;32.007794025;101.72;10.0;янв.44;100.07
2862;2,00602E+11;Товар_2864;ОАО «Жуков Турова»;15.10.2021;2117578.305249674;15.09.2021;nn-505/15;1.738657865;1184.6;10.0;88.13;1299.85
299;2,00335E+11;Товар_183;Лукин и партнеры;31.08.2021;2005277.718989069;29.07.2021;nn-506/15;0.040507243;196.61;10.0;48.53;219.63
2644;2,0138E+11;Товар_5722;Галкин Инкорпорэйтед;26.08.2021;10710060.782701705;28.08.2021;nn-507/15;3.957444564;499.43;10.0;74.79;560.77
2314;2,00877E+11;Товар_4260;Аксенов Лимитед;28.11.2021;2377466.660632167;17.11.2021;nn-508/15;8.385971954;883.93;10.0;49.9;945.43
1715;2,00772E+11;Товар_3343;ЗАО «Белоусов-Колесников»;28.10.2021;2377485.35507511;04.11.2021;nn-509/15;4.017099149;1093.67;10.0;198.55;1285.14
3613;2,00122E+11;Товар_2612;АО «Александров-Голубева»;21.07.2021;2000017.689840692;14.07.2021;nn-510/15;3.733763303;479.35;;46.61;554.55
64;2,00494E+11;Товар_1535;ОАО «Субботин Туров»;22.04.2021;2034576.8060695769;27.02.2021;nn-511/15;0.087335153;дек.46;10.0;13.84;14.53
4820;2,00272E+11;Товар_4238;АО «Горбачев»;29.09.2021;2002069.0859458544;04.08.2021;nn-512/15;17.418167538;401.44;10.0;139.39;481.56
1861;2,0095E+11;Товар_5095;НПО «Горбачев»;25.02.2021;2938238.3531863554;26.03.2021;nn-513/15;2.84131179;июн.34;10.0;янв.78;июн.51
3573;2,01369E+11;Товар_4735;РАО «Крылова, Королев и Ситников»;27.09.2021;10969268.950195672;21.08.2021;nn-514/15;1.146256339;751.35;20.0;45.18;865.22
2382;2,01565E+11;Товар_5376;ОАО «Степанова, Анисимова и Воронцов»;16.02.2021;16000840.8;26.04.2021;nn-515/15;7.370388607;82.72;10.0;77.5;102.6
2641;2,00411E+11;Товар_4247;Никонова Лимитед;04.04.2021;2013458.1367072416;05.06.2021;nn-516/15;0.827329722;440.4;;12.июл;484.04
971;2,01041E+11;Товар_2482;РАО «Котова-Громов»;13.09.2021;6333429.901479119;09.09.2021;nn-517/15;0.771866002;358.8;20.0;62.7;412.8
1223;2,0086E+11;Товар_2676;Калашникова и партнеры;10.07.2021;3073963.0909640994;20.06.2021;nn-518/15;1.671330822;79.05;20.0;33.57;96.02
4489;2,00782E+11;Товар_4648;ИП «Герасимов-Большакова»;03.07.2021;2815817.8040205543;05.07.2021;nn-519/15;0.48398422;221.27;10.0;42.94;243.17
1750;2,01363E+11;Товар_4396;Казакова Групп;25.09.2020;11645902.216425529;02.10.2020;nn-520/15;7.422596418;309.89;10.0;18.июн;356.33
256;2,00865E+11;Товар_46;Транскапиталбанк;31.10.2021;3151753.751126215;23.10.2021;nn-521/15;0.040555985;444.64;10.0;57.38;497.88
3634;2,01169E+11;Товар_5233;РАО «Соловьева Никонов»;03.08.2021;5428163.720251574;11.05.2021;nn-522/15;8.558226742;65.65;10.0;июл.41;70.26
1853;2,00502E+11;Товар_4967;Фаберлик;13.11.2021;2038075.9360491089;04.11.2021;nn-523/15;3.017213641;647.85;10.0;70.68;725.63
322;2,01017E+11;Товар_2262;ЗАО «Белозеров»;11.09.2021;3641747.019115811;11.09.2021;nn-524/15;3.12900994;698.8;10.0;72.21;759.11
794;2,01118E+11;Товар_603;Воробьева Лимитед;12.09.2021;5555517.744169038;14.10.2021;nn-525/15;0.06531208;252.39;20.0;14.14;286.56
4883;2,00668E+11;Товар_2506;АО «Сидоров-Сафонова»;31.07.2021;2861475.99754077;09.08.2021;nn-526/15;20.073338788;1354.08;10.0;254.11;1574.89
1203;2,00906E+11;Товар_3456;АО «Абрамов, Симонова и Цветкова»;05.06.2021;4341496.272443953;11.04.2021;nn-527/15;0.466253627;39.76;10.0;0.48;42.18
3905;2,00427E+11;Товар_3273;Котова Лтд;11.05.2021;2049827.3111419915;02.07.2021;nn-528/15;9.488150786;109.18;10.0;18.39;118.68
3430;2,01285E+11;Товар_3169;Максимов Инкорпорэйтед;26.06.2021;7075914.2692955285;08.06.2021;nn-529/15;6.491749839;337.71;10.0;сен.38;365.62
283;2,01156E+11;Товар_1696;Московский кредитный банк;28.07.2021;5577445.533673852;28.08.2021;nn-530/15;0.104689714;145.33;20.0;59.24;182.88
2689;2,01117E+11;Товар_4440;РАО «Рыбаков Белякова»;06.04.2021;4974492.303969652;16.06.2021;nn-531/15;5.530338612;626.27;20.0;40.66;709.69
619;2,00659E+11;Товар_923;РАО «Бобылева»;30.04.2021;2664926.723792301;01.05.2021;nn-532/15;0.597860699;518.03;10.0;43.69;556.77
4131;2,01259E+11;Товар_4987;АО «Шашков-Ширяев»;24.04.2021;11440397.847372076;31.03.2021;nn-533/15;5.070920717;394.85;10.0;31.84;440.06
511;2,0066E+11;Товар_1575;НПО «Куликов»;13.05.2021;2093816.8174837013;01.07.2021;nn-534/15;0.825964646;406.26;10.0;31.68;456.18
766;2,01236E+11;Товар_3749;Вишнякова и партнеры;25.07.2021;6151155.787015728;10.08.2021;nn-535/15;0.841002377;841.81;10.0;82.67;907.28
4474;2,01043E+11;Товар_3986;Северный ветер;18.09.2021;5020141.986546942;20.09.2021;nn-536/15;4.55350668;385.51;10.0;20.41;422.89
2237;2,0022E+11;Товар_983;Энергосбытовая компания Восток;16.09.2021;2000421.4378829536;26.10.2021;nn-537/15;5.094453995;75.29;20.0;04.апр;84.63
3193;2,00635E+11;Товар_1850;ОАО «Данилов, Родионова и Быков»;12.08.2021;2307422.9994315784;16.05.2021;nn-538/15;1.781328188;354.9;10.0;34.23;387.85
1358;2,01235E+11;Товар_1177;ИП «Белякова-Никифорова»;04.09.2021;7524662.778165718;23.08.2021;nn-539/15;0.137793834;101.45;10.0;13.85;112.61
3236;2,00568E+11;Товар_1695;ОАО «Мясникова, Кошелева и Буров»;25.06.2021;2095852.827961532;05.08.2021;nn-540/15;3.174617038;138.96;10.0;03.июн;147.08
500;2,00368E+11;Товар_1151;АО «Миронов-Гущин»;23.05.2021;2022772.0189313327;18.04.2021;nn-541/15;0.147763512;42.07;10.0;ноя.18;43.37
4463;2,00412E+11;Товар_2263;ОАО «Прохорова»;20.03.2021;2067133.108886105;04.05.2021;nn-542/15;1.925382822;739.58;20.0;51.0;845.19
1600;2,00213E+11;Товар_3479;Интер РАО;29.05.2021;2001433.420204348;07.09.2021;nn-543/15;4.133131214;520.31;10.0;55.97;594.05
4351;2,00639E+11;Товар_4847;ФГ Будущее;18.10.2021;2401746.8933179984;12.11.2021;nn-544/15;5.315997019;239.4;20.0;35.48;275.07
1740;2,00558E+11;Товар_2598;ООО «Пестова-Шарапова»;30.12.2020;2143496.5076277093;25.08.2020;nn-545/15;2.652249005;448.45;10.0;89.15;510.94
2652;2,01044E+11;Товар_2378;ИП «Ершов, Рогов и Кошелева»;26.04.2021;4737158.054059038;21.06.2021;nn-546/15;4.185954592;726.43;20.0;55.67;817.21
4843;2,01296E+11;Товар_5599;ОАО «Тимофеева Исаева»;28.03.2021;6444962.71021679;02.06.2021;nn-547/15;9.545934863;50.51;10.0;10.июн;54.56
2634;2,00235E+11;Товар_3923;ЗАО «Тетерин Некрасова»;13.11.2021;2000305.4549584168;18.10.2021;nn-548/15;0.168209823;498.6;10.0;37.94;546.69
2578;2,01163E+11;Товар_1012;НПО «Федорова Капустин»;21.08.2021;9793455.780122863;19.08.2021;nn-549/15;7.602403869;1187.82;10.0;54.7;1259.54
3534;2,00934E+11;Товар_4150;ЗАО «Щербаков, Елисеева и Антонова»;16.08.2021;3631785.015219014;26.08.2021;nn-550/15;7.327274733;380.85;10.0;июн.98;394.16
77;2,01553E+11;Товар_2968;Бобылев Инк;25.01.2021;16000840.8;01.05.2021;nn-551/15;0.096239806;23.авг;10.0;июл.23;27.15
3547;2,00788E+11;Товар_1455;Гусева Инкорпорэйтед;09.11.2021;3062926.7609078414;24.10.2021;nn-552/15;10.565221168;434.52;10.0;92.72;502.04
4205;2,0119E+11;Товар_4250;РАО «Трофимов-Назарова»;28.10.2021;3515794.60227484;08.11.2021;nn-553/15;11.787464238;561.58;10.0;99.72;653.1
1145;2,00517E+11;Товар_3807;ООО «Герасимова-Логинов»;14.11.2021;2008839.0569698112;17.11.2021;nn-554/15;0.140020229;223.48;20.0;56.12;261.04
1830;2,0013E+11;Товар_866;ООО «Смирнова Буров»;18.06.2021;2000010.570556587;25.08.2021;nn-555/15;2.974803622;1474.72;20.0;70.5;1660.07
706;2,0089E+11;Товар_1416;Сетевая компания;30.09.2021;3248087.288863517;06.09.2021;nn-556/15;0.773406195;151.34;10.0;15.23;166.37
4850;2,00827E+11;Товар_2974;РАО «Петров»;09.11.2021;2431179.0461177137;11.10.2021;nn-557/15;12.910690509;322.01;10.0;131.17;380.95
3132;2,00406E+11;Товар_2752;ООО «Мамонтов»;04.10.2021;2031967.8922968227;08.08.2021;nn-558/15;1.809884743;956.23;20.0;123.08;1106.4
991;2,0153E+11;Товар_3929;АО «Гуляев Веселова»;16.09.2021;14895337.862788543;16.10.2021;nn-559/15;1.664019172;42.96;10.0;окт.41;48.96
3074;2,00653E+11;Товар_3463;ООО «Рогова Пестов»;30.10.2021;2107156.9128670413;28.10.2021;nn-560/15;0.076473633;156.0;10.0;ноя.95;161.84
1463;2,00295E+11;Товар_224;НПО «Никонов»;30.03.2021;2001453.6258806891;07.01.2021;nn-561/15;1.67945831;1622.86;10.0;144.73;1825.22
269;2,01212E+11;Товар_1448;Группа Агат;11.11.2019;7091872.723066845;10.04.2020;nn-562/15;0.287449265;616.65;10.0;76.4;705.96
4334;2,01597E+11;Товар_5838;Сибуглемет;11.05.2021;16000840.8;10.05.2021;nn-563/15;20.41109681;16.авг;20.0;21.88;20.29
3027;2,01447E+11;Товар_2762;НПО «Уварова, Емельянова и Голубева»;05.11.2021;15797340.555093734;02.11.2021;nn-564/15;0.867865799;516.94;10.0;21.67;571.5
2347;2,01417E+11;Товар_4774;АО «Русаков, Лобанова и Фомина»;24.07.2021;15917879.55600855;29.07.2021;nn-565/15;2.579708115;1745.92;10.0;120.87;1938.47
4107;2,01209E+11;Товар_4508;НПО «Щербакова-Ковалева»;27.09.2021;7396265.417217716;16.09.2021;nn-566/15;8.838900982;645.7;10.0;31.72;731.63
1061;2,01013E+11;Товар_2085;ИП «Медведев»;29.05.2021;3504544.257011245;16.06.2021;nn-567/15;7.001681273;1078.13;10.0;85.81;1209.33
1549;2,00653E+11;Товар_1843;РАО «Мамонтова, Новиков и Громов»;17.10.2021;2253106.405138286;03.09.2021;nn-568/15;2.948125774;23.28;20.0;окт.78;27.55
70;2,00691E+11;Товар_1079;Рив Гош;08.09.2021;2631003.765715187;23.09.2021;nn-569/15;0.060311962;14.77;10.0;июл.36;17.сен
3334;2,00406E+11;Товар_553;Архипов Лтд;31.10.2021;2011847.2401502556;23.10.2021;nn-570/15;1.525826641;353.34;10.0;68.73;387.46
4233;2,00193E+11;Товар_2367;ООО «Носкова»;14.09.2021;2001113.345355164;11.07.2021;nn-571/15;5.539392716;166.47;10.0;июн.91;170.41
1414;2,00539E+11;Товар_2044;РАО «Евдокимова-Логинова»;15.06.2021;2116514.1973300646;01.06.2021;nn-572/15;2.442596056;883.59;10.0;95.98;1017.68
1822;2,00276E+11;Товар_2041;ИП «Цветкова Сафонов»;28.06.2021;2002358.317880477;10.06.2021;nn-573/15;1.931592634;329.28;20.0;75.23;389.04
2557;2,015E+11;Товар_4361;ЗАО «Степанова, Ситников и Королева»;07.10.2021;14009294.554515837;05.10.2021;nn-574/15;4.285485521;145.09;10.0;июл.83;153.49
1700;2,0089E+11;Товар_1874;Игнатов и партнеры;12.10.2021;3887331.01896862;31.08.2021;nn-575/15;2.273914217;201.74;10.0;25.14;220.55
840;2,00458E+11;Товар_1287;Соболев Лимитед;05.11.2021;2030383.2838684595;22.10.2021;nn-576/15;0.040670868;19.95;10.0;июл.39;20.48
3665;2,00467E+11;Товар_3291;ЗАО «Ситникова»;04.11.2021;2015271.103612137;11.10.2021;nn-577/15;2.829369328;253.2;20.0;74.38;299.47
1083;2,00839E+11;Товар_2363;Харитонова Инк;25.11.2020;2583049.116041708;16.02.2021;nn-578/15;5.709466797;89.67;10.0;13.26;97.81
785;2,00554E+11;Товар_372;АО «Сазонов-Гурьева»;23.07.2021;2110774.8273039805;04.08.2021;nn-579/15;0.532724522;445.53;20.0;138.61;536.97
3071;2,01031E+11;Товар_4160;ЗАО «Трофимова-Веселов»;23.11.2021;4185928.740390363;03.12.2021;nn-580/15;2.40687001;646.06;10.0;16.46;699.81
892;2,00344E+11;Товар_4618;АО «Владимиров»;29.12.2020;2013341.277216719;01.06.2021;nn-581/15;3.145183738;190.0;10.0;0.84;196.01
2630;2,01092E+11;Товар_4002;ЗАО «Архипова Блохина»;24.04.2021;3672662.287711992;01.04.2021;nn-582/15;4.436165336;262.48;20.0;34.41;293.5
1070;2,01106E+11;Товар_1725;РКЦ Прогресс;25.06.2019;6153446.436745256;30.10.2019;nn-583/15;0.058108889;396.32;10.0;22.61;421.94
278;2,00302E+11;Товар_234;Князев Инк;11.07.2021;2000221.520780073;18.08.2021;nn-584/15;0.296147625;930.37;10.0;72.33;1066.62
1565;2,00453E+11;Товар_1880;ООО «Гущина Морозов»;02.11.2021;2010483.4421395636;08.11.2021;nn-585/15;1.000547387;407.35;10.0;66.64;472.1
1524;2,00696E+11;Товар_3392;АО «Пахомов-Игнатьев»;21.09.2020;2264360.5367215145;22.09.2020;nn-586/15;3.643507232;1224.86;20.0;174.58;1412.98
1573;2,00299E+11;Товар_2801;ЗАО «Федосеев-Попова»;03.10.2021;2002423.804097782;17.10.2021;nn-587/15;2.718011621;250.01;10.0;44.21;281.07
3143;2,01161E+11;Товар_2696;ОАО «Горшкова-Нестерова»;23.09.2021;5969365.379618554;23.09.2021;nn-588/15;1.64957886;349.49;20.0;85.68;414.39
1775;2,01491E+11;Товар_2693;ОАО «Емельянов»;22.07.2021;15898412.655843966;26.07.2021;nn-589/15;2.348963781;111.21;10.0;сен.83;120.91
4801;2,0143E+11;Товар_5373;Бурова Инк;10.12.2020;16000840.8;11.03.2021;nn-590/15;12.542844569;37.61;10.0;14.95;40.75
2462;2,01356E+11;Товар_2721;ООО «Мишина»;09.08.2021;12237939.00890518;28.09.2021;nn-591/15;0.377253871;107.54;10.0;июл.85;112.91
