№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
1691;2,00117E+11;Товар_11;ЗАО «Кудряшов Фомичев»;17.10.2021;2000010.0395179223;26.09.2021;nn-045/15;4.086161606;421.19;20.0;25.59;459.08
43;2,00741E+11;Товар_192;РАО «Зуев-Лапин»;03.09.2021;2403831.823145723;15.08.2021;nn-046/15;0.056888675;191.21;10.0;61.73;217.25
2161;2,00854E+11;Товар_1405;ООО «Титова»;18.03.2021;3348912.7757192804;03.05.2021;nn-047/15;1.063349358;579.29;10.0;51.82;660.98
2724;2,00546E+11;Товар_2149;АО «Щербаков-Романова»;06.06.2021;2056276.1755394647;10.05.2021;nn-048/15;1.18560905;1859.67;10.0;109.49;2049.44
688;2,00907E+11;Товар_1884;УГС;12.03.2021;2943905.946322965;13.04.2021;nn-049/15;0.041661224;68.75;20.0;18.88;88.48
401;2,00577E+11;Товар_1937;Боброва Лимитед;01.07.2021;2192296.750278544;26.08.2021;nn-050/15;0.295791657;221.59;10.0;дек.18;235.82
206;2,00454E+11;Товар_2255;Мечел;09.07.2021;2052494.35217996;08.07.2021;nn-051/15;2.016884789;102.23;10.0;мар.24;110.24
614;2,00855E+11;Товар_1135;ОАО «Хохлова Королев»;09.11.2020;2349886.363156476;14.02.2021;nn-052/15;1.396209685;99.04;10.0;16.92;111.48
2575;2,01352E+11;Товар_2777;НПО «Титов Некрасов»;27.05.2021;10351931.07525832;12.05.2021;nn-053/15;1.297211108;558.74;;22.47;631.26
5020;2,0051E+11;Товар_4023;ООО «Некрасова, Тетерина и Гаврилова»;18.11.2021;2082808.9078770475;16.11.2021;nn-054/15;22.972518003;1076.66;10.0;76.91;1157.49
1203;2,00205E+11;Товар_195;ГК Эфко;04.06.2021;2002290.9555744105;09.02.2021;nn-055/15;1.395574751;174.17;20.0;06.авг;194.18
2634;2,00952E+11;Товар_4029;Вита Лайн;23.05.2021;3345694.121497526;09.06.2021;nn-056/15;1.881802537;629.84;10.0;56.35;702.34
1749;2,0108E+11;Товар_3088;АО «Бурова Фадеев»;18.08.2021;2683157.862793988;22.08.2021;nn-057/15;0.580179353;516.5;20.0;49.57;584.45
3674;2,00666E+11;Товар_5573;НПО «Васильев Русаков»;11.08.2021;2041790.081866925;30.07.2021;nn-058/15;3.640248256;1048.65;10.0;236.49;1232.56
3659;2,00308E+11;Товар_1697;Матвеева Групп;07.08.2021;2005217.474163803;25.07.2021;nn-059/15;4.684140338;288.72;10.0;42.17;330.4
1715;2,00613E+11;Товар_1944;ИП «Иванова-Сидорова»;11.01.2021;2238854.9895704705;15.11.2020;nn-060/15;2.298098845;471.07;20.0;70.3;534.53
3459;2,00611E+11;Товар_1244;ОАО «Коновалов, Артемьева и Суханова»;02.09.2021;2112372.6453491845;24.09.2021;nn-061/15;1.267997946;490.66;20.0;окт.32;548.57
4707;2,00215E+11;Товар_2417;АО «Давыдов Колесников»;28.10.2021;2001548.052697456;23.10.2021;nn-062/15;5.226540484;398.97;20.0;67.3;468.84
194;2,00162E+11;Товар_115;Тойота Мотор (Toyota);23.07.2021;2000014.5300565667;28.07.2021;nn-063/15;0.097617847;49.67;20.0;апр.77;55.38
3343;2,00917E+11;Товар_824;ЗАО «Павлов»;24.09.2021;3953751.986903904;19.08.2021;nn-064/15;10.403925115;523.79;10.0;44.56;567.29
1882;2,01559E+11;Товар_419;ОАО «Комарова, Мартынова и Колесников»;19.09.2020;16000840.8;15.12.2020;nn-065/15;1.178633871;226.01;20.0;сен.63;234.74
4636;2,01162E+11;Товар_2284;АО «Филиппова Попов»;15.10.2021;6486954.724146788;05.11.2021;nn-066/15;18.079067814;2276.79;10.0;172.43;2578.69
1401;2,00139E+11;Товар_1349;Логинов Лимитед;12.07.2021;2000010.4355353776;28.06.2021;nn-067/15;0.624697748;48.61;10.0;16.44;58.67
970;2,01429E+11;Товар_326;Группа агропредприятий Ресурс;27.06.2021;11245353.600858904;15.08.2021;nn-068/15;0.043026452;670.71;10.0;52.45;757.02
4474;2,01396E+11;Товар_5492;Кузнецов Инкорпорэйтед;22.08.2021;14621554.937301967;07.09.2021;nn-069/15;3.185729754;87.13;10.0;24.87;91.35
1134;2,00355E+11;Товар_338;Промышленно-металлургический холдинг;21.10.2021;2006782.693987944;11.10.2021;nn-070/15;0.275402722;92.51;10.0;25.49;101.74
2121;2,00481E+11;Товар_955;РэйлАльянс;26.11.2021;2083443.3484135007;23.11.2021;nn-071/15;0.492610482;473.8;20.0;76.56;562.11
1348;2,01292E+11;Товар_4009;АО «Орехов»;11.06.2021;7482123.756773761;23.07.2021;nn-072/15;4.315708746;153.45;10.0;27.15;165.75
2854;2,00758E+11;Товар_2659;ИП «Фомина Маслов»;30.08.2021;2629204.839538769;21.09.2021;nn-073/15;10.067264196;509.53;20.0;55.6;590.05
1881;2,01497E+11;Товар_5471;Борисов Инк;07.04.2021;16000840.8;10.07.2021;nn-074/15;0.708534059;дек.58;10.0;0.67;дек.72
4010;2,00108E+11;Товар_2505;ОАО «Козлов-Попова»;28.08.2021;2000010.0236791065;03.07.2021;nn-075/15;10.038288;704.3;10.0;38.72;777.64
1331;2,004E+11;Товар_3720;НПО «Лукин»;26.08.2021;2016674.856036587;14.06.2021;nn-076/15;2.281938688;204.92;10.0;47.08;235.17
337;2,01243E+11;Товар_2469;АО «Лыткина, Стрелкова и Громов»;26.10.2020;8535664.515287338;22.06.2021;nn-077/15;4.059777821;55.37;20.0;апр.27;61.67
1123;2,00641E+11;Товар_2266;Группа О'кей;14.09.2021;2479314.230684257;26.09.2021;nn-078/15;0.260989931;601.97;10.0;43.39;666.9
2333;2,00236E+11;Товар_2923;Орлов и партнеры;15.03.2021;2001662.1422449208;02.06.2021;nn-079/15;0.798119863;806.27;;35.76;908.82
704;2,00456E+11;Товар_2912;НПФ Газфонд пенсионные накопления;28.11.2020;2075259.201636608;18.10.2020;nn-080/15;0.448675864;541.47;10.0;107.01;630.43
496;2,00973E+11;Товар_4157;РАО «Третьякова Потапова»;01.11.2021;4075476.497320851;18.10.2021;nn-081/15;0.109944637;1199.57;;57.81;1338.76
3142;2,00591E+11;Товар_5408;КМР и СНГ (KIA);02.09.2021;2062903.7843226232;28.07.2021;nn-082/15;5.65791018;350.11;10.0;81.5;382.82
4419;2,01549E+11;Товар_5480;ЭС;02.09.2021;16000840.8;25.06.2021;nn-083/15;19.990117103;289.11;20.0;16.май;319.35
2342;2,01042E+11;Товар_5476;РАО «Родионов-Артемьева»;23.04.2021;4083546.169376103;08.04.2021;nn-084/15;0.070484467;345.24;10.0;139.29;390.38
2871;2,01247E+11;Товар_3721;РКК Энергия;06.10.2021;12350020.903761;04.10.2021;nn-085/15;1.381074421;157.81;;09.янв;181.01
4267;2,01452E+11;Товар_3026;ООО «Щукин, Рожкова и Попова»;05.08.2021;12819430.805762004;15.08.2021;nn-086/15;0.59373813;556.01;10.0;48.08;599.67
4240;2,00982E+11;Товар_808;ИП «Зуева»;13.06.2021;4410372.030860573;17.08.2021;nn-087/15;0.98227864;683.43;20.0;78.17;784.23
3722;2,01478E+11;Товар_2197;ОАО «Беляев-Анисимова»;09.10.2021;16000840.8;10.10.2021;nn-088/15;2.675157224;368.68;10.0;53.85;389.08
2041;2,00822E+11;Товар_3193;ЗАО «Филатова»;18.08.2021;3205172.557262282;17.09.2021;nn-089/15;2.262115106;275.26;20.0;авг.36;287.23
2439;2,01538E+11;Товар_4433;ЗАО «Потапов»;27.04.2021;15972840.497419037;07.07.2021;nn-090/15;2.502864629;104.28;10.0;17.29;109.97
592;2,00343E+11;Товар_192;ОАО «Исаева Антонов»;25.03.2021;2004543.857726544;12.05.2021;nn-091/15;0.387701166;109.28;10.0;69.79;131.35
2800;2,00854E+11;Товар_5157;Федоров Лимитед;14.12.2020;3896630.025311593;27.01.2021;nn-092/15;2.963632134;мар.63;10.0;мар.87;апр.52
3029;2,00386E+11;Товар_405;ИП «Петухов-Мухин»;04.10.2021;2001392.8925385587;24.10.2021;nn-093/15;3.471339379;65.61;10.0;0.94;67.97
3284;2,00397E+11;Товар_1040;АльфаСтрахование;23.10.2021;2011558.7934270515;04.11.2021;nn-094/15;5.857027964;192.56;20.0;47.51;223.39
2535;2,00703E+11;Товар_3208;НПО «Данилов, Мясников и Михайлова»;17.08.2021;2537986.8097217274;29.08.2021;nn-095/15;1.586217495;790.03;10.0;43.64;868.84
2924;2,00974E+11;Товар_4503;АО «Комиссарова-Федотов»;24.04.2020;3940461.561841417;24.12.2020;nn-096/15;2.222082522;425.88;10.0;84.37;486.16
169;2,01039E+11;Товар_2270;РАО «Алексеева-Терентьев»;06.09.2021;4912287.82894685;04.10.2021;nn-097/15;0.427660559;498.29;10.0;45.09;554.33
4895;2,00263E+11;Товар_5528;ОАО «Жуков-Меркушев»;24.10.2021;2013032.9180149725;19.11.2021;nn-098/15;13.480809167;183.71;10.0;52.43;200.34
2705;2,01032E+11;Товар_1700;НПО «Наумова-Кулаков»;21.05.2021;5521548.980015829;21.05.2021;nn-099/15;2.075500966;685.71;10.0;60.02;735.88
3527;2,01585E+11;Товар_5105;РАО «Герасимов, Кулаков и Лебедев»;30.01.2021;16000840.8;22.12.2020;nn-100/15;8.951738924;389.18;10.0;май.71;418.03
628;2,01227E+11;Товар_3268;Инвестнефтетрейд;29.10.2021;6806011.620313328;10.10.2021;nn-101/15;0.348617568;1022.66;10.0;117.35;1152.08
2520;2,01319E+11;Товар_5616;РАО «Вишнякова»;13.08.2021;12020503.246643905;30.08.2021;nn-102/15;5.216726941;115.52;10.0;июн.87;121.54
3928;2,00241E+11;Товар_1236;РАО «Костин-Якушева»;13.04.2021;2001343.6333642271;18.03.2021;nn-103/15;0.498388256;983.26;10.0;37.02;1071.67
1399;2,00865E+11;Товар_1267;ООО «Кудрявцев»;04.11.2021;3178730.287437517;10.10.2021;nn-104/15;0.089566012;86.58;10.0;37.53;97.96
2296;2,00638E+11;Товар_1054;РАО «Брагин-Коновалова»;26.08.2021;2225409.7555610174;21.07.2021;nn-105/15;1.157559248;31.39;20.0;19.июн;39.08
1801;2,00559E+11;Товар_3294;ОАО «Тихонов Корнилов»;30.10.2021;2281518.821784516;22.09.2021;nn-106/15;1.325494901;237.56;10.0;56.33;271.94
2383;2,008E+11;Товар_297;ООО «Вишнякова, Мамонтова и Молчанова»;05.10.2020;2844466.206101155;03.02.2021;nn-107/15;0.838017673;77.25;10.0;68.28;92.51
3482;2,00215E+11;Товар_4646;АО «Максимова Данилов»;01.10.2021;2000965.0500455853;14.11.2021;nn-108/15;8.151468222;705.27;10.0;20.34;755.41
1877;2,00139E+11;Товар_23;ООО «Дементьева»;24.09.2021;2000068.653975462;13.10.2021;nn-109/15;0.088948191;374.44;10.0;92.11;439.75
2823;2,01109E+11;Товар_436;Яндекс;20.09.2021;8510236.616492322;10.08.2021;nn-110/15;1.4408504;1129.47;10.0;90.34;1199.31
3803;2,01562E+11;Товар_5609;РАО «Шилова, Жукова и Абрамов»;18.07.2021;16000840.8;15.05.2021;nn-111/15;0.935854596;159.23;;28.28;185.61
4954;2,01056E+11;Товар_3459;ИП «Мясникова, Носков и Красильников»;09.07.2021;7517364.97918595;16.07.2021;nn-112/15;20.675475219;2054.72;10.0;274.88;2291.06
1740;2,01219E+11;Товар_72;РАО «Маркова-Русаков»;09.10.2021;5088852.862936784;09.10.2021;nn-113/15;1.345085229;1519.44;10.0;49.47;1673.36
3969;2,00775E+11;Товар_4830;НПО «Борисова Беляков»;19.09.2021;2096134.639163136;04.08.2021;nn-114/15;12.984236267;22.65;10.0;янв.46;23.июл
352;2,01396E+11;Товар_1507;НПО «Павлов»;18.06.2021;12727863.618500866;25.05.2021;nn-115/15;0.046734036;402.4;20.0;54.0;462.0
5004;2,0105E+11;Товар_4880;НПО «Ефимов-Константинова»;07.12.2021;3489419.123553441;21.11.2021;nn-116/15;6.65074031;594.42;10.0;42.18;667.8
1291;2,00123E+11;Товар_1771;ЗАО «Капустина, Казакова и Анисимова»;22.11.2021;2000010.1560552735;15.11.2021;nn-117/15;1.159635861;834.16;10.0;67.48;953.58
3206;2,00135E+11;Товар_122;ИП «Исакова Миронов»;19.08.2021;2000012.8514225848;23.10.2021;nn-118/15;0.340350869;929.28;10.0;66.46;1015.3
4474;2,01118E+11;Товар_5161;РАО «Стрелков Аксенов»;25.01.2021;4097038.643116126;24.06.2021;nn-119/15;13.429964409;519.39;20.0;96.28;596.45
1184;2,01441E+11;Товар_1343;Соловьев Лтд;28.08.2021;12843448.39019522;17.07.2021;nn-120/15;9.590592999;40.46;20.0;дек.33;44.56
2377;2,00643E+11;Товар_5075;ОАО «Мишина»;21.09.2021;2371333.0960401287;20.11.2021;nn-121/15;0.278340407;39.05;10.0;мар.87;39.51
699;2,00703E+11;Товар_2203;РАО «Кабанова, Волкова и Кондратьев»;11.09.2021;2163878.133868037;24.07.2021;nn-122/15;0.474468117;1015.46;10.0;127.79;1159.03
2054;2,00993E+11;Товар_3129;РАО «Яковлева, Голубева и Капустин»;07.10.2021;3976296.7054788526;31.10.2021;nn-123/15;1.648835825;228.5;10.0;95.63;275.66
107;2,00458E+11;Товар_290;Борисхоф 1 (Inchcape);23.07.2021;2234737.639402839;23.06.2021;nn-124/15;0.041279593;222.01;10.0;13.27;237.74
2479;2,01521E+11;Товар_2187;РАО «Ситников, Петухова и Комиссаров»;11.10.2021;16000840.8;30.10.2021;nn-125/15;4.544456149;125.48;10.0;13.58;136.26
4000;2,00779E+11;Товар_1982;ЗАО «Мясникова, Авдеева и Веселова»;21.11.2020;2820466.696955896;06.12.2020;nn-126/15;13.397100854;716.66;10.0;29.73;788.38
1119;2,0068E+11;Товар_598;НПО «Афанасьева, Козлова и Морозова»;06.09.2021;2049018.158532417;21.09.2021;nn-127/15;0.152544058;282.61;10.0;28.95;314.1
2192;2,01326E+11;Товар_5115;Яковлева Групп;17.09.2021;7865445.573515294;03.10.2021;nn-128/15;8.006421342;164.43;10.0;сен.48;175.58
780;2,00991E+11;Товар_1922;ОАО «Калинин»;16.10.2021;4048789.878658045;08.10.2021;nn-129/15;0.042545007;147.37;10.0;51.0;166.78
4993;2,00389E+11;Товар_2950;ИП «Лазарева, Фадеев и Комиссаров»;22.09.2021;2035401.1075897096;15.10.2021;nn-130/15;14.205677298;173.83;10.0;июн.67;187.65
1834;2,00497E+11;Товар_1657;АО «Петухов-Тимофеева»;10.08.2021;2241604.979815327;01.09.2021;nn-131/15;6.985317756;303.42;10.0;24.88;342.41
3334;2,00172E+11;Товар_722;РАО «Шарапов»;30.11.2021;2000089.09139922;20.11.2021;nn-132/15;0.916122353;729.14;10.0;14.янв;787.62
4626;2,0131E+11;Товар_5503;Соболев Лтд;15.08.2021;11435851.655627484;15.08.2021;nn-133/15;9.939523196;355.15;10.0;45.83;385.43
3276;2,01349E+11;Товар_5587;ОАО «Пахомов Рогов»;30.09.2021;10159780.593606029;20.10.2021;nn-134/15;5.366501078;152.77;20.0;13.72;173.46
4257;2,01341E+11;Товар_3689;НПО «Волков»;06.05.2021;10543593.353449414;25.05.2021;nn-135/15;7.045735238;620.62;10.0;60.59;688.93
4855;2,0146E+11;Товар_5374;ИП «Панова»;30.08.2021;13735266.11503218;02.10.2021;nn-136/15;26.58377782;324.7;10.0;дек.14;347.23
2530;2,01367E+11;Товар_3117;ОАО «Николаева-Котова»;09.06.2021;10654066.94498926;27.05.2021;nn-137/15;2.207398061;668.39;10.0;147.44;770.68
1950;2,00639E+11;Товар_3022;ОАО «Козлова Ермакова»;01.11.2021;2159011.7716014595;28.10.2021;nn-138/15;0.188831255;236.03;20.0;78.41;282.53
2497;2,01071E+11;Товар_3352;ИП «Бирюкова Титов»;17.10.2021;5376659.051587474;18.07.2021;nn-139/15;3.204159127;121.71;10.0;59.24;143.5
1816;2,00779E+11;Товар_3626;Мясникова Инк;14.12.2020;2287422.3977773227;21.03.2021;nn-140/15;4.814402439;456.77;10.0;136.64;530.13
2822;2,00808E+11;Товар_3681;АО «Баранова Аксенов»;12.02.2021;3173492.5226470428;25.02.2021;nn-141/15;6.638123471;44.08;20.0;0.56;45.75
3094;2,01256E+11;Товар_3797;АО «Никонов Носов»;24.05.2021;4675857.424219332;05.05.2021;nn-142/15;12.137040019;381.32;;13.54;417.76
4059;2,00843E+11;Товар_2091;Эппл Рус (Apple);08.09.2021;2347329.055739664;09.09.2021;nn-143/15;0.217241519;251.16;10.0;45.04;283.22
696;2,00448E+11;Товар_235;ЗАО «Шубин»;10.10.2021;2002939.991882613;11.09.2021;nn-144/15;0.14600339;27.июн;20.0;14.76;34.11
2714;2,00662E+11;Товар_2589;ГК Эфко;08.09.2021;2340831.516108364;03.09.2021;nn-145/15;0.389445079;1036.99;20.0;52.92;1156.47
3130;2,00269E+11;Товар_1790;ИП «Сысоева Калашникова»;12.10.2021;2006253.6412354072;09.10.2021;nn-146/15;1.658763475;374.06;10.0;82.6;428.53
4733;2,01257E+11;Товар_4955;ОАО «Семенова Силина»;09.11.2021;8182989.289582861;30.10.2021;nn-147/15;3.665571816;69.37;20.0;46.11;85.23
4285;2,01598E+11;Товар_4881;НПО «Шарова»;10.06.2021;16000840.8;03.07.2021;nn-148/15;1.771955754;544.93;10.0;93.74;622.9
273;2,01322E+11;Товар_870;ООО «Тарасов Брагин»;12.02.2021;9891366.526073048;12.02.2021;nn-149/15;0.125779049;18.53;20.0;авг.71;21.93
1881;2,01205E+11;Товар_1307;НПО «Одинцова, Исаков и Шилов»;19.06.2021;5698901.789388321;28.06.2021;nn-150/15;2.872448402;87.96;10.0;13.май;96.38
3662;2,01115E+11;Товар_3384;ООО «Фомичева»;08.08.2021;4377870.94132403;20.09.2021;nn-151/15;5.662175972;1171.09;10.0;51.36;1289.65
3191;2,01536E+11;Товар_4772;НПО «Матвеев-Некрасова»;13.09.2021;16000840.8;01.09.2021;nn-152/15;1.166026581;1076.32;10.0;150.12;1193.54
3819;2,00121E+11;Товар_4312;Герасимов Инкорпорэйтед;13.10.2021;2000018.8263928944;25.10.2021;nn-153/15;4.52035694;933.79;20.0;101.36;1067.56
4467;2,00665E+11;Товар_4038;НПО «Исаева, Рогов и Гурьева»;26.10.2021;2189946.4041521507;08.10.2021;nn-154/15;7.087610403;367.73;;63.12;436.44
1475;2,01015E+11;Товар_2013;Фролов Групп;12.10.2021;4820687.765791674;11.10.2021;nn-155/15;0.04135028;922.46;10.0;107.02;1021.86
1630;2,01349E+11;Товар_3897;Новороссийский морской торговый порт;29.07.2021;11099351.740207829;04.09.2021;nn-156/15;0.084535079;281.74;10.0;64.57;320.61
636;2,00518E+11;Товар_2855;ООО «Белов Архипов»;30.09.2021;2051647.589032378;26.10.2021;nn-157/15;0.047655406;1252.64;10.0;148.34;1382.89
4211;2,00881E+11;Товар_5563;НПО «Зиновьева, Гуляева и Ермакова»;30.03.2021;3066211.962874041;25.04.2021;nn-158/15;1.488759985;337.09;10.0;36.27;376.49
4362;2,01585E+11;Товар_5415;Блохин Инк;09.03.2021;16000840.8;24.03.2021;nn-159/15;12.685382776;1374.42;10.0;31.24;1496.11
511;2,00826E+11;Товар_4412;АО «Третьяков»;20.03.2021;2844587.7960615056;27.03.2021;nn-160/15;0.063035698;апр.15;20.0;июл.76;май.23
3410;2,00659E+11;Товар_3331;НПО «Егорова-Денисов»;02.12.2021;2047158.867749876;05.12.2021;nn-161/15;3.231512991;970.3;10.0;68.49;1056.36
2910;2,01425E+11;Товар_3383;Эйвон Бьюти Продактс Компани (Avon);12.11.2021;11909632.515214788;07.11.2021;nn-162/15;0.115606145;194.11;10.0;28.54;217.76
3823;2,01594E+11;Товар_5565;ЕвроСибЭнерго;06.10.2021;16000840.8;21.07.2021;nn-163/15;4.947590372;50.98;10.0;19.19;59.68
1273;2,00322E+11;Товар_829;НПО «Карпов»;13.07.2021;2014444.1492426705;15.08.2021;nn-164/15;0.242189566;292.35;10.0;22.23;324.44
4502;2,00255E+11;Товар_1879;ЗАО «Меркушев Зиновьев»;09.04.2021;2003251.7952584692;11.05.2021;nn-165/15;8.767931175;998.08;20.0;57.12;1144.62
499;2,0136E+11;Товар_1602;ОАО «Ширяев-Смирнов»;03.03.2021;11052059.09372213;17.05.2021;nn-166/15;1.189310333;591.21;10.0;27.83;643.65
4272;2,01294E+11;Товар_3309;ОТП Банк;17.10.2021;8962343.09120832;22.10.2021;nn-167/15;13.324305588;233.31;10.0;47.11;263.35
4152;2,00833E+11;Товар_5075;Уральские локомотивы;25.07.2021;2829387.888180913;27.06.2021;nn-168/15;3.806484405;271.75;20.0;19.96;300.41
4064;2,0028E+11;Товар_1742;РАО «Панов Кудрявцева»;12.07.2021;2003343.7848486896;30.08.2021;nn-169/15;1.404556053;17.69;10.0;фев.93;17.75
4830;2,01497E+11;Товар_5637;ООО «Лукин, Макарова и Зиновьева»;14.11.2021;15057483.365401842;21.11.2021;nn-170/15;29.366045948;1144.8;10.0;109.6;1266.39
4597;2,01285E+11;Товар_3937;Кабанова и партнеры;27.07.2021;7132371.377695345;10.06.2021;nn-171/15;4.60970844;468.65;10.0;38.79;519.25
2280;2,01501E+11;Товар_319;РАО «Голубева-Селиверстова»;19.05.2021;16000840.8;23.07.2021;nn-172/15;1.064227026;305.17;10.0;авг.34;321.96
4387;2,00294E+11;Товар_3760;ОАО «Емельянов-Ильина»;27.08.2021;2006389.4630412827;04.09.2021;nn-173/15;4.671038467;129.43;10.0;22.59;140.03
3995;2,00109E+11;Товар_3158;ОАО «Мясникова-Агафонов»;18.10.2021;2000010.0710722625;26.08.2021;nn-174/15;3.454709767;62.93;10.0;май.49;66.8
419;2,00349E+11;Товар_330;Банк ФК Открытие;17.08.2021;2018823.4848397996;20.08.2021;nn-175/15;0.104035832;339.66;10.0;67.91;396.76
4972;2,00595E+11;Товар_3834;ООО «Бурова, Гурьева и Меркушев»;13.11.2021;2064750.145752204;16.11.2021;nn-176/15;23.496205137;328.46;20.0;ноя.79;354.65
1667;2,00217E+11;Товар_406;ООО «Андреева»;19.08.2021;2000053.1142429868;16.09.2021;nn-177/15;0.053573139;552.98;10.0;98.43;619.18
524;2,00585E+11;Товар_3121;ОАО «Евдокимова-Максимова»;27.01.2021;2364160.088717217;19.01.2021;nn-178/15;0.623268517;30.33;10.0;ноя.57;35.66
1295;2,00931E+11;Товар_219;ТМК Чермет;09.09.2021;2708709.8355612755;21.08.2021;nn-179/15;0.06329554;869.08;20.0;55.78;987.67
36;2,00639E+11;Товар_647;Соболев Лтд;06.04.2021;2155379.6696271035;28.05.2021;nn-180/15;0.115878309;444.83;20.0;48.18;503.74
4840;2,00209E+11;Товар_5325;Байер;06.11.2021;2002775.9987688004;30.10.2021;nn-181/15;7.464087473;184.01;10.0;46.98;213.29
2508;2,0143E+11;Товар_1115;НПО «Данилова, Гусева и Горбачева»;27.10.2021;11432394.137681108;01.11.2021;nn-182/15;3.327960179;2130.71;10.0;219.92;2369.27
4425;2,01358E+11;Товар_4774;ЗАО «Королев-Молчанов»;30.10.2021;10936138.173797984;20.11.2021;nn-183/15;8.357057667;62.64;20.0;сен.31;67.76
1098;2,01204E+11;Товар_1968;Агафонова Инк;09.10.2021;5845942.475467942;12.10.2021;nn-184/15;0.66414745;484.63;10.0;103.53;559.05
4405;2,00307E+11;Товар_4945;ОАО «Носков-Князев»;03.11.2021;2007503.05832886;04.11.2021;nn-185/15;6.427212885;372.72;10.0;39.56;416.89
556;2,00549E+11;Товар_1577;ООО «Колесникова»;06.11.2021;2014174.8859468591;26.10.2021;nn-186/15;0.096536262;1332.09;20.0;184.0;1563.02
2945;2,01239E+11;Товар_2469;РАО «Зиновьев»;11.10.2021;7726471.855460117;18.08.2021;nn-187/15;1.411554691;254.62;10.0;16.май;270.01
1733;2,0061E+11;Товар_4684;ООО «Галкин-Третьякова»;29.09.2021;2050347.9898575733;26.09.2021;nn-188/15;2.259805071;106.92;10.0;фев.23;113.24
2427;2,01374E+11;Товар_980;ИП «Федотова, Степанов и Денисов»;01.10.2021;10221218.667473031;16.09.2021;nn-189/15;3.299139651;367.34;10.0;70.26;430.01
4867;2,00255E+11;Товар_2494;ФосАгро;08.10.2021;2001143.5008657635;17.08.2021;nn-190/15;26.829079343;411.74;10.0;37.9;434.82
4142;2,0068E+11;Товар_5135;ООО «Мухина»;16.10.2021;2517890.331950489;28.09.2021;nn-191/15;2.589030306;июн.94;10.0;мар.95;авг.18
3671;2,01398E+11;Товар_4000;ОАО «Федоров-Галкина»;23.07.2021;13430004.5969378;28.06.2021;nn-192/15;6.134550917;426.08;10.0;33.46;447.4
3477;2,00726E+11;Товар_3367;Кондратьев Инк;21.10.2021;2261490.070778606;07.10.2021;nn-193/15;1.670518918;37.24;10.0;35.41;46.72
2523;2,01007E+11;Товар_3601;Уральские авиалинии;29.12.2020;6149387.437153987;05.09.2020;nn-194/15;2.659738045;386.18;10.0;36.06;427.05
612;2,00881E+11;Товар_3170;ДОМ.РФ;14.04.2021;2579196.07332708;30.03.2021;nn-195/15;8.477616128;65.94;10.0;72.27;76.09
2619;2,0052E+11;Товар_808;ЗАО «Носков»;01.08.2021;2093652.33435526;09.06.2021;nn-196/15;2.389000507;49.12;;34.44;66.42
4469;2,00507E+11;Товар_1793;ЗАО «Богданов Михайлова»;22.10.2021;2073662.0797242117;22.10.2021;nn-197/15;5.269564249;102.52;10.0;59.25;119.06
4602;2,00446E+11;Товар_5112;НПО «Копылова»;29.09.2021;2113481.200167958;16.09.2021;nn-198/15;15.918548608;658.96;10.0;83.51;747.57
3721;2,00146E+11;Товар_2861;ЗАО «Субботина Ильина»;22.08.2021;2000093.4657127575;23.08.2021;nn-199/15;8.110481822;72.4;10.0;04.сен;80.36
4699;2,0139E+11;Товар_5022;ОАО «Калинина Матвеева»;01.10.2021;10842699.213532615;28.08.2021;nn-200/15;21.056738974;300.42;10.0;22.98;319.65
1978;2,00823E+11;Товар_1430;НПО «Егоров Ермакова»;25.05.2021;2732496.294374664;29.05.2021;nn-201/15;1.320730292;515.53;10.0;103.75;590.89
4317;2,00364E+11;Товар_4033;ООО «Корнилова-Дорофеев»;15.11.2021;2001358.577939188;20.11.2021;nn-202/15;3.243541605;424.13;10.0;67.42;492.02
3739;2,0066E+11;Товар_5422;ИП «Сергеев-Крылов»;11.08.2021;2065194.063118072;12.10.2021;nn-203/15;3.721460372;651.11;10.0;74.44;725.47
1549;2,00158E+11;Товар_48;ИП «Евдокимова»;19.10.2021;2000016.795436062;15.10.2021;nn-204/15;0.54510475;1053.94;20.0;63.07;1165.38
912;2,01189E+11;Товар_4137;НПО «Жданова Игнатьева»;17.09.2021;5263726.710303587;02.10.2021;nn-205/15;0.158179976;93.24;10.0;28.июн;107.78
3334;2,01437E+11;Товар_5884;Титов Групп;21.07.2021;14322940.028113844;10.09.2021;nn-206/15;3.370024462;188.23;10.0;58.78;214.89
2774;2,01444E+11;Товар_2262;РАО «Зыкова»;01.09.2021;16000840.8;20.09.2021;nn-207/15;0.493827456;122.25;10.0;37.84;136.42
4188;2,0149E+11;Товар_4303;Горшкова Групп;20.05.2020;16000840.8;31.12.2020;nn-208/15;8.375928806;96.18;10.0;янв.72;96.64
540;2,0092E+11;Товар_1811;РАО «Котова, Киселева и Гусев»;27.04.2021;3931974.856462874;05.03.2021;nn-209/15;0.436919362;54.01;10.0;22.17;59.32
605;2,01428E+11;Товар_1944;РАО «Быкова Волков»;06.11.2021;12198092.293694155;26.09.2021;nn-210/15;0.384456199;109.38;20.0;18.99;136.34
