№ п/п;Штрих-код партии;Наименование товара;Поставщик;Дата приходного документа;Номер приходного документа;Дата накладной;Номер накладной;Кол-во;Сумма в закупочных ценах без НДС;Ставка НДС поставщика;Сумма НДС;Сумма в закупочных ценах с НДС
1779;2,00577E+11;Товар_2974;АО «Вишнякова, Фролова и Шарапов»;30.06.2021;2283460.489564766;18.05.2021;nn-353/15;0.072619282;432.18;10.0;16.июл;457.68
3393;2,01054E+11;Товар_2925;Кононов Инкорпорэйтед;02.12.2020;3128719.462460292;10.10.2020;nn-354/15;1.445446253;35.81;10.0;28.77;42.83
2547;2,01212E+11;Товар_4505;ЗАО «Силина Сазонова»;14.03.2021;5923399.079034734;10.06.2021;nn-355/15;10.417486032;215.67;10.0;62.05;248.9
4382;2,00307E+11;Товар_730;РАО «Ситникова»;15.10.2021;2014874.165132944;31.10.2021;nn-356/15;1.899175364;664.5;10.0;107.68;753.23
2002;2,01006E+11;Товар_2290;РАО «Колобова, Орехов и Беспалова»;13.09.2021;4952171.3500491325;25.08.2021;nn-357/15;1.28057799;317.82;10.0;сен.21;333.21
1726;2,00602E+11;Товар_2661;Ершов Групп;20.05.2021;2243640.860193429;28.05.2021;nn-358/15;2.553080529;1306.49;10.0;80.69;1454.36
809;2,0062E+11;Товар_1358;ОАО «Трофимова Воронова»;16.03.2021;2048243.7148459847;10.03.2021;nn-359/15;1.001999078;518.19;10.0;39.03;576.04
4193;2,01379E+11;Товар_4979;Шашков и партнеры;11.06.2021;13600770.824191803;31.05.2021;nn-360/15;3.965880817;176.59;10.0;08.фев;187.64
4887;2,00121E+11;Товар_4529;ЗАО «Егорова-Орлова»;09.08.2021;2000010.3697834103;21.08.2021;nn-361/15;27.853803242;996.05;10.0;111.64;1110.54
518;2,00501E+11;Товар_1028;НПО «Кондратьева Рогова»;16.08.2021;2042921.5731396032;28.09.2021;nn-362/15;0.048304365;53.95;10.0;мар.75;56.05
2871;2,00382E+11;Товар_2534;Нова;23.10.2021;2016139.1570653648;27.10.2021;nn-363/15;0.516873818;466.37;10.0;51.6;509.9
48;2,01489E+11;Товар_612;ИП «Григорьева, Зайцева и Горбунова»;02.05.2021;12258742.737354385;01.04.2021;nn-364/15;0.84665593;78.86;10.0;32.86;94.16
3360;2,01154E+11;Товар_5021;ИП «Савин Ширяева»;24.10.2021;6949162.170002129;02.11.2021;nn-365/15;5.1232376;561.91;10.0;28.84;612.42
180;2,00732E+11;Товар_1179;РАО «Сергеев Громова»;24.03.2021;2201989.0568857;18.03.2021;nn-366/15;0.396878299;235.26;20.0;42.12;277.45
3443;2,00174E+11;Товар_1631;ОАО «Фролов-Королев»;09.09.2021;2000183.3110464537;29.07.2021;nn-367/15;8.912778019;383.99;10.0;21.64;416.5
2705;2,00511E+11;Товар_1561;РАО «Новиков Стрелкова»;20.06.2021;2230461.9992976207;09.08.2021;nn-368/15;1.341697413;531.02;10.0;25.82;571.16
4336;2,01241E+11;Товар_5129;Куликов и партнеры;16.01.2021;7625494.524054903;28.05.2021;nn-369/15;3.793230824;897.0;10.0;111.5;1027.07
3071;2,01228E+11;Товар_5536;РАО «Герасимова Беляева»;14.07.2021;5212090.71718804;25.09.2021;nn-370/15;3.165689867;65.08;10.0;апр.96;73.25
4699;2,00897E+11;Товар_5344;ИП «Селиверстов, Уваров и Матвеев»;08.10.2021;3547052.482552111;15.10.2021;nn-371/15;7.197088939;758.98;20.0;43.39;841.47
1364;2,01253E+11;Товар_3847;ОАО «Тимофеева»;18.09.2021;5994995.256890021;15.09.2021;nn-372/15;4.043264103;466.38;10.0;53.08;540.55
3645;2,01439E+11;Товар_3841;ООО «Ситникова, Самойлова и Савина»;23.05.2021;13748959.375603229;08.06.2021;nn-373/15;13.591474593;1223.55;10.0;31.34;1329.66
148;2,00513E+11;Товар_877;ЗАО «Одинцова»;18.06.2021;2076412.5533883255;06.07.2021;nn-374/15;0.274949299;78.53;20.0;18.45;92.78
4785;2,01326E+11;Товар_5640;Кириллов Инкорпорэйтед;30.09.2021;8859209.453202201;05.10.2021;nn-375/15;7.257978824;99.53;;13.95;111.5
4803;2,00189E+11;Товар_4388;НПО «Селиверстова Комаров»;16.08.2021;2000072.271108467;21.09.2021;nn-376/15;14.145138328;2151.7;10.0;122.4;2344.1
1523;2,00248E+11;Товар_1037;Гуляев Инкорпорэйтед;13.07.2021;2006858.429449176;13.08.2021;nn-377/15;0.609060189;147.69;10.0;май.99;152.9
820;2,00277E+11;Товар_1306;Сандоз (Sandoz);17.10.2021;2004290.1243870985;26.08.2021;nn-378/15;0.070202048;87.4;10.0;13.15;99.76
4125;2,01073E+11;Товар_4760;ИП «Крылов Быков»;14.07.2021;4342192.037271836;21.09.2021;nn-379/15;2.421768859;705.48;;59.88;816.96
3756;2,00239E+11;Товар_760;Красильников Лимитед;03.07.2021;2000257.137674131;05.09.2021;nn-380/15;4.4515418;314.99;20.0;июл.93;342.49
4051;2,00885E+11;Товар_1922;Газэнергосервис;26.08.2021;2675562.6856958405;28.07.2021;nn-381/15;1.600521414;96.64;10.0;25.91;112.24
4684;2,01216E+11;Товар_5609;ДОМ.РФ;16.09.2021;8652807.42555794;19.10.2021;nn-382/15;7.326064813;478.06;10.0;27.дек;510.8
1233;2,00327E+11;Товар_2208;Авдеева и партнеры;27.04.2021;2036187.8924135813;18.05.2021;nn-383/15;0.826106699;767.9;10.0;май.22;814.46
2614;2,00111E+11;Товар_698;Октоблу (Decathlon);28.07.2021;2000010.1949227927;22.07.2021;nn-384/15;0.927331345;641.31;10.0;16.0;678.01
2319;2,01502E+11;Товар_3485;Романов Групп;11.09.2021;14954858.574151004;30.08.2021;nn-385/15;12.598244153;279.23;10.0;28.87;310.55
4268;2,00938E+11;Товар_3837;НПО «Суханов, Кудрявцева и Тетерина»;20.11.2021;4576816.056895838;04.11.2021;nn-386/15;4.883326889;432.06;10.0;19.мар;468.02
855;2,01315E+11;Товар_321;Киселев Лимитед;12.06.2021;5644703.119133838;23.08.2021;nn-387/15;1.699785029;321.24;10.0;44.42;351.07
3873;2,01095E+11;Товар_4456;ЗАО «Семенова»;24.09.2021;5325415.724457772;08.10.2021;nn-388/15;2.553895652;325.77;20.0;июл.42;359.24
647;2,00578E+11;Товар_5490;РАО «Исаев Киселева»;25.06.2021;2438554.2611791007;30.05.2021;nn-389/15;0.231171803;240.18;10.0;ноя.13;259.34
2464;2,01471E+11;Товар_3186;РАО «Яковлев»;27.02.2021;12252744.496929716;31.01.2021;nn-390/15;1.383625534;76.1;10.0;26.82;89.39
3124;2,00733E+11;Товар_5449;ИП «Вишняков Романов»;12.05.2021;2340192.780871083;31.03.2021;nn-391/15;8.569642428;279.62;10.0;29.34;294.69
1499;2,00169E+11;Товар_1093;Богданов Лимитед;13.05.2021;2000110.1459333904;20.08.2021;nn-392/15;4.571115451;442.08;20.0;41.85;514.64
2880;2,00829E+11;Товар_851;ЗАО «Маркова»;28.11.2020;2838710.535528715;05.01.2021;nn-393/15;3.417317194;170.88;10.0;26.76;186.99
1910;2,00563E+11;Товар_4355;АО «Воронцова-Кузьмина»;23.07.2021;2152010.974728496;11.07.2021;nn-394/15;1.939165378;554.16;10.0;63.66;620.21
4428;2,00226E+11;Товар_1057;ИП «Авдеева»;01.03.2021;2001515.4699949909;27.03.2021;nn-395/15;2.322682781;308.26;20.0;29.33;342.19
3604;2,01182E+11;Товар_4653;ОАО «Михеева Кузьмин»;04.03.2021;8778254.315810159;04.04.2021;nn-396/15;2.437898656;61.98;10.0;14.36;71.43
1633;2,01132E+11;Товар_4733;РАО «Субботин-Пестова»;16.07.2021;6088927.119837525;21.05.2021;nn-397/15;1.265195605;100.95;10.0;72.82;118.76
998;2,01397E+11;Товар_2569;ОАО «Логинов»;13.10.2021;13285757.84141311;17.08.2021;nn-398/15;0.608508595;430.38;10.0;40.2;476.64
3580;2,00547E+11;Товар_1259;ОАО «Панова-Фомин»;02.12.2020;2155700.024322713;09.11.2020;nn-399/15;10.121848625;237.38;20.0;16.56;262.35
391;2,00169E+11;Товар_450;Сони Электроникс (Sony);11.10.2021;2000043.056204529;24.10.2021;nn-400/15;0.041009208;399.16;20.0;33.44;449.72
3719;2,00942E+11;Товар_3312;РАО «Соловьев-Зимин»;17.08.2021;3489160.3865479957;15.09.2021;nn-401/15;2.602871347;765.29;10.0;50.44;821.27
4020;2,00546E+11;Товар_3760;ЛокоТех;17.01.2021;2229791.200553053;18.03.2021;nn-402/15;4.910856123;763.2;10.0;85.85;847.98
1662;2,01221E+11;Товар_5152;АО «Самсонов»;22.01.2021;8960455.774998708;04.02.2021;nn-403/15;7.326120241;окт.92;10.0;янв.81;окт.88
2011;2,00991E+11;Товар_3576;РАО «Федотов»;28.02.2021;3858105.71168216;05.01.2021;nn-404/15;0.667860501;177.19;10.0;31.май;195.09
3276;2,01114E+11;Товар_4203;ООО «Миронова-Ковалева»;14.01.2021;5606000.385306891;02.03.2021;nn-405/15;2.78698982;25.59;10.0;0.21;23.96
4301;2,01132E+11;Товар_1390;Федосеева Лтд;24.01.2021;6232511.900804421;26.03.2021;nn-406/15;2.648158919;432.8;10.0;46.24;488.24
3209;2,00923E+11;Товар_730;НПО «Панова Сергеева»;28.08.2021;4575050.347710487;05.09.2021;nn-407/15;1.043804092;56.3;10.0;04.авг;64.11
271;2,01031E+11;Товар_1063;Калашникова Инкорпорэйтед;13.10.2020;2899897.3382879677;17.03.2021;nn-408/15;0.136261258;532.24;10.0;40.47;583.71
524;2,00528E+11;Товар_1264;Кордиант;19.10.2021;2038057.5099073783;10.09.2021;nn-409/15;0.154086431;140.3;10.0;34.4;159.12
1262;2,01079E+11;Товар_1680;ОАО «Красильников»;09.08.2021;6424582.436728399;23.05.2021;nn-410/15;2.346769143;371.65;10.0;24.39;403.7
4532;2,00971E+11;Товар_3487;Вишнякова Групп;03.07.2021;4227006.823255977;28.06.2021;nn-411/15;10.931769082;567.37;10.0;78.58;643.55
2857;2,00651E+11;Товар_1257;Удмуртнефть;30.11.2020;2636205.52145903;13.03.2021;nn-412/15;7.743740729;620.12;20.0;124.86;728.25
4051;2,00406E+11;Товар_3756;ООО «Моисеев Медведева»;11.02.2021;2003818.8825436365;25.06.2021;nn-413/15;8.338699589;1225.77;;119.39;1401.49
3419;2,01449E+11;Товар_2757;АО «Дорофеев, Логинова и Кононова»;23.05.2020;15823914.645050906;24.11.2020;nn-414/15;1.236757151;330.15;20.0;22.78;366.47
1031;2,00534E+11;Товар_396;РАО «Колесников»;12.10.2021;2071066.795246922;30.09.2021;nn-415/15;0.387742948;1151.32;20.0;101.56;1304.05
2710;2,01301E+11;Товар_4434;НПО Алмаз;07.04.2021;7861253.903159921;23.03.2021;nn-416/15;4.278587225;13.39;;фев.56;15.43
2770;2,00854E+11;Товар_3868;Мострансавто;26.07.2021;4132981.4649477946;26.05.2021;nn-417/15;0.79999862;433.38;10.0;81.82;510.25
1142;2,01012E+11;Товар_1089;ЗАО «Смирнова, Яковлев и Моисеева»;09.05.2021;5162375.147152313;26.04.2021;nn-418/15;0.353633182;592.57;10.0;83.54;667.09
584;2,0137E+11;Товар_1793;ООО «Мельникова»;22.06.2021;15401448.241028178;19.08.2021;nn-419/15;0.07061993;38.24;10.0;мар.93;39.94
3991;2,00142E+11;Товар_1532;Самсонова Инкорпорэйтед;15.11.2021;2000052.0019909097;27.10.2021;nn-420/15;6.022211942;434.07;10.0;56.84;493.38
939;2,00699E+11;Товар_3121;РАО «Терентьев, Давыдова и Самсонова»;28.09.2021;2217308.655441696;10.10.2021;nn-421/15;0.088127641;423.95;20.0;92.12;482.09
2271;2,00809E+11;Товар_1408;ОАО «Воронцов Карпова»;08.10.2021;2853337.961855364;07.10.2021;nn-422/15;0.916256649;324.35;10.0;56.1;362.95
2132;2,0143E+11;Товар_4411;Смирнов Лтд;11.07.2021;12491696.078080565;12.09.2021;nn-423/15;4.691283665;450.23;20.0;25.72;498.88
1517;2,00554E+11;Товар_4490;Евроцемент груп;24.04.2020;2562818.2368829865;23.07.2020;nn-424/15;0.465929909;119.7;;13.13;141.35
2486;2,01561E+11;Товар_3304;ЗАО «Анисимова-Кулаков»;30.01.2021;16000840.8;06.04.2021;nn-425/15;2.947874757;20.52;10.0;июн.28;24.фев
899;2,00745E+11;Товар_592;ИП «Потапов»;11.01.2021;3463342.466058453;04.03.2021;nn-426/15;2.792935623;76.6;10.0;05.апр;87.26
1469;2,01593E+11;Товар_5780;НПО «Дроздов Пономарев»;02.10.2021;16000840.8;26.10.2021;nn-427/15;0.290622448;34.26;10.0;45.78;44.09
4634;2,01426E+11;Товар_5618;АО «Журавлев-Кабанова»;18.10.2021;9960025.489706649;24.10.2021;nn-428/15;5.563338306;258.5;20.0;101.33;321.3
1554;2,00561E+11;Товар_3243;ООО «Дементьева, Артемьев и Исаков»;27.10.2021;2041891.3035322092;20.10.2021;nn-429/15;0.275794391;17.янв;10.0;июл.17;18.51
3518;2,00289E+11;Товар_1960;РАО «Галкина»;16.09.2021;2006480.8319476536;04.09.2021;nn-430/15;6.393024231;162.39;20.0;48.38;189.31
1510;2,00271E+11;Товар_1822;ЗАО «Шашкова-Шарапова»;12.09.2021;2004521.2927586336;23.08.2021;nn-431/15;3.033354979;1310.01;10.0;38.17;1384.81
2814;2,00972E+11;Товар_2685;НПО «Евсеев-Колесникова»;25.07.2021;4190572.994454671;10.03.2021;nn-432/15;1.946858358;622.46;10.0;197.9;746.67
2300;2,01562E+11;Товар_1159;ОАО «Сидоров-Орехова»;08.10.2021;16000840.8;07.11.2021;nn-433/15;0.677448754;348.03;20.0;55.49;409.6
41;2,00583E+11;Товар_2387;НПО «Калинина»;05.09.2021;2048713.8619635496;26.07.2021;nn-434/15;0.040173142;48.59;10.0;21.75;56.47
2093;2,00871E+11;Товар_1241;Интернешнл Пейпер (International Paper);09.04.2021;2551145.1899119155;30.03.2021;nn-435/15;1.421052267;795.49;10.0;20.87;868.08
4062;2,00457E+11;Товар_4750;ОАО «Зыкова Федосеева»;30.11.2021;2150390.68393726;05.11.2021;nn-436/15;2.761326182;180.15;20.0;44.73;208.25
4636;2,00283E+11;Товар_1981;ООО «Сидоров Агафонов»;10.09.2021;2012743.770690284;28.09.2021;nn-437/15;15.281526884;1019.43;10.0;61.77;1145.3
961;2,01319E+11;Товар_249;ОАО «Андреев, Гаврилова и Авдеев»;25.11.2021;6663890.513935007;25.11.2021;nn-438/15;0.601487802;652.73;10.0;126.66;742.84
3737;2,00947E+11;Товар_5025;Сбербанк России;07.09.2021;3742752.9692773703;16.09.2021;nn-439/15;7.286444041;102.93;20.0;01.сен;111.49
1550;2,01461E+11;Товар_5336;НПО «Филиппова Лазарев»;15.07.2021;15440606.502405806;04.09.2021;nn-440/15;0.968517028;412.85;10.0;48.22;458.01
364;2,00199E+11;Товар_1842;РАО «Кондратьева Орлова»;22.08.2021;2000083.605696208;13.08.2021;nn-441/15;0.429102572;553.21;10.0;32.99;609.93
2007;2,00975E+11;Товар_2772;ИП «Филиппов»;22.07.2021;3732090.920059679;05.07.2021;nn-442/15;2.651581826;266.04;10.0;72.6;309.86
4242;2,00917E+11;Товар_4042;Пономарев Инк;07.10.2021;3218929.293649653;11.08.2021;nn-443/15;12.436728516;658.54;10.0;13.69;709.22
3246;2,01421E+11;Товар_4687;ОАО «Пахомова Кондратьев»;18.03.2021;13973714.002080414;09.04.2021;nn-444/15;4.500967719;1.0;10.0;0.16;0.85
3088;2,01166E+11;Товар_2089;Русал;12.10.2021;4644548.563013477;21.09.2021;nn-445/15;7.443105747;1247.28;10.0;210.49;1415.63
3395;2,01056E+11;Товар_241;Арконик СМЗ;23.05.2021;3994030.6216055113;20.05.2021;nn-446/15;11.36842499;43.46;20.0;апр.81;50.14
2653;2,00938E+11;Товар_4031;ЭС;30.10.2021;4870190.137456296;26.10.2021;nn-447/15;6.403854304;379.7;;17.сен;430.34
3627;2,00119E+11;Товар_456;РАО «Михайлов Лебедев»;11.06.2021;2000010.553891172;26.07.2021;nn-448/15;4.616445954;159.04;20.0;23.апр;180.97
4767;2,00456E+11;Товар_4176;«Томскнефть» ВНК;04.05.2021;2089617.179755908;23.04.2021;nn-449/15;14.231875838;709.66;10.0;43.09;763.14
4133;2,01065E+11;Товар_1362;РАО «Давыдова Самойлова»;13.10.2021;3311290.827328071;11.10.2021;nn-450/15;13.184186342;1625.21;10.0;186.51;1841.08
4335;2,01182E+11;Товар_4623;РАО «Брагина»;03.08.2021;8336800.862794912;05.07.2021;nn-451/15;10.463257647;381.29;10.0;37.9;421.33
4961;2,00924E+11;Товар_5858;ООО «Калашникова Марков»;02.10.2021;2789624.580090039;12.09.2021;nn-452/15;14.796441849;589.27;10.0;89.15;662.17
3846;2,01352E+11;Товар_4189;ОАО «Кириллов-Морозова»;29.07.2021;11166193.90219728;30.07.2021;nn-453/15;7.415010169;885.09;10.0;56.32;937.42
3580;2,00158E+11;Товар_2487;РАО «Шестаков»;08.09.2021;2000767.6444870655;24.08.2021;nn-454/15;2.795224417;648.67;10.0;63.22;704.62
2903;2,01341E+11;Товар_3731;НПО «Рогова, Третьякова и Одинцова»;06.10.2021;8397659.220510993;15.09.2021;nn-455/15;1.996094788;172.94;10.0;26.апр;200.77
2433;2,01245E+11;Товар_2644;ИП «Комиссаров»;23.01.2021;3954470.6760955537;15.01.2021;nn-456/15;3.826721316;265.42;10.0;52.15;298.74
1922;2,00678E+11;Товар_1364;ЗАО «Абрамова»;13.10.2021;2249087.802399159;14.09.2021;nn-457/15;4.194787171;96.03;10.0;43.7;108.7
2773;2,00294E+11;Товар_2648;РАО «Одинцов-Стрелкова»;26.02.2021;2006689.991876068;01.02.2021;nn-458/15;3.700247138;112.01;20.0;1.0;117.31
1197;2,01452E+11;Товар_1226;Беркс;03.06.2021;10558251.156774184;19.07.2021;nn-459/15;5.82506178;837.66;10.0;68.07;941.63
27;2,00181E+11;Товар_130;АО «Крылова»;18.10.2021;2000029.7325105944;10.10.2021;nn-460/15;0.05339364;434.68;10.0;20.27;475.54
2694;2,00993E+11;Товар_5466;ИП «Гришина-Никифорова»;06.09.2021;3543704.214071215;21.09.2021;nn-461/15;1.61791095;53.89;10.0;16.51;60.87
1519;2,01504E+11;Товар_2954;ИП «Титов Жукова»;27.03.2021;15000345.011533212;30.04.2021;nn-462/15;1.808727744;333.0;20.0;31.25;376.29
2331;2,01094E+11;Товар_4569;ЗАО «Котов-Шубин»;15.05.2021;5147081.00234707;24.04.2021;nn-463/15;2.729952139;62.46;20.0;27.61;71.06
2230;2,00753E+11;Товар_1324;ОАО «Козлов-Коновалов»;17.08.2021;2488922.5519806147;16.06.2021;nn-464/15;0.676104223;264.63;10.0;17.62;279.44
4825;2,01304E+11;Товар_5797;ЭС;17.11.2021;9164874.329537667;07.11.2021;nn-465/15;9.811514451;86.5;20.0;авг.36;97.65
2191;2,00347E+11;Товар_1056;АО «Кириллова-Константинова»;15.07.2021;2011958.1576240235;23.04.2021;nn-466/15;4.71624803;708.39;10.0;51.24;806.43
4155;2,01585E+11;Товар_2886;ИП «Дементьева Федосеев»;20.07.2021;16000840.8;07.08.2021;nn-467/15;6.216281454;56.78;10.0;19.мар;63.31
1995;2,0096E+11;Товар_2764;ММК;05.03.2021;3661281.1490116064;11.05.2021;nn-468/15;0.136437667;45.19;10.0;окт.89;52.67
3619;2,01078E+11;Товар_2178;ИП «Князев-Селезнева»;04.11.2021;3932783.415215448;30.08.2021;nn-469/15;4.311661071;638.07;10.0;101.32;708.0
4177;2,01188E+11;Товар_3999;ИП «Соловьев»;05.11.2021;4496826.1484088935;16.10.2021;nn-470/15;0.214530602;184.84;20.0;11.фев;198.53
3116;2,00739E+11;Товар_4252;ЗАО «Капустин-Быкова»;14.10.2021;2300631.5374855045;24.07.2021;nn-471/15;2.288096151;554.62;10.0;116.91;631.68
4478;2,00934E+11;Товар_2991;ИП «Гусев Шилова»;21.04.2021;3607573.509147994;24.03.2021;nn-472/15;16.557996836;386.19;10.0;17.дек;401.82
4186;2,01108E+11;Товар_1475;НПО «Беляева Лобанова»;20.05.2021;4854525.125692251;16.07.2021;nn-473/15;31.181499894;347.92;10.0;45.88;386.54
3854;2,01436E+11;Товар_1599;ЗАО «Фомина»;27.06.2021;10805678.358534897;04.06.2021;nn-474/15;2.528870876;630.19;10.0;33.04;682.98
4368;2,00905E+11;Товар_5761;ИП «Галкина»;03.11.2021;3274141.507002959;09.11.2021;nn-475/15;4.941140577;365.58;10.0;16.54;402.02
2124;2,00851E+11;Товар_1962;Гленкор Агро Мзк (Firada);22.07.2021;2815045.682917244;07.06.2021;nn-476/15;5.036443024;1091.17;10.0;193.1;1252.79
1721;2,01194E+11;Товар_2972;Наумов Лтд;01.11.2021;6690359.8859345615;04.11.2021;nn-477/15;0.677647812;211.03;20.0;66.45;253.76
646;2,00562E+11;Товар_1836;НПО «Меркушева-Лукина»;15.08.2021;2138401.622828191;18.09.2021;nn-478/15;0.074888977;62.44;20.0;янв.88;70.09
1997;2,00941E+11;Товар_1077;ЗАО «Блохин, Хохлов и Владимирова»;12.05.2021;3387710.0891059544;19.05.2021;nn-479/15;0.16299871;212.46;10.0;65.52;238.31
367;2,01437E+11;Товар_2460;АО «Шашков, Фадеева и Никонов»;30.06.2021;14663961.972222162;13.08.2021;nn-480/15;0.05110676;183.9;10.0;ноя.77;201.95
2583;2,01133E+11;Товар_2728;Семенова и партнеры;09.10.2021;6402376.825476797;13.09.2021;nn-481/15;0.077942849;653.58;20.0;26.99;719.15
3648;2,01513E+11;Товар_2092;Ершов Групп;06.11.2021;16000840.8;18.11.2021;nn-482/15;9.369680206;145.12;10.0;сен.59;146.93
2898;2,00503E+11;Товар_289;ИП «Фадеева»;09.04.2021;2241178.539049364;01.08.2020;nn-483/15;4.438817304;448.08;10.0;50.17;500.26
2069;2,01381E+11;Товар_4050;СНПХ;30.10.2021;9553277.15411293;30.10.2021;nn-484/15;1.812901504;925.14;10.0;81.99;1033.17
2539;2,01301E+11;Товар_2128;РАО «Лыткина»;05.07.2021;8081763.177176226;17.09.2021;nn-485/15;3.171177689;191.8;10.0;29.67;212.75
2880;2,01175E+11;Товар_2348;АО «Тетерина-Елисеев»;14.04.2021;5582573.723708285;28.06.2021;nn-486/15;2.071532659;33.88;20.0;мар.31;36.99
2528;2,0138E+11;Товар_2141;РМ Рейл;20.07.2021;10187886.946459273;19.08.2021;nn-487/15;1.598115766;770.57;20.0;36.83;858.93
2837;2,00158E+11;Товар_935;ИП «Бирюков, Мельников и Антонов»;09.10.2021;2000072.910847484;13.10.2021;nn-488/15;8.391284338;1332.49;10.0;49.01;1439.17
1425;2,00966E+11;Товар_571;ОАО «Дьячкова Лыткина»;21.03.2021;4760947.9152176175;14.06.2021;nn-489/15;1.812072594;44.69;10.0;июл.53;48.79
4031;2,00976E+11;Товар_2108;ИП «Афанасьева, Новикова и Ермаков»;23.09.2021;3889872.898686292;19.09.2021;nn-490/15;1.427586183;388.71;10.0;48.94;434.71
2497;2,00693E+11;Товар_245;Московский кредитный банк;28.08.2021;2095973.797532804;16.09.2021;nn-491/15;2.513883125;678.49;10.0;78.48;753.52
4885;2,012E+11;Товар_5651;РАО «Юдин Назарова»;20.10.2021;7824733.297064409;02.10.2021;nn-492/15;13.877461672;276.97;10.0;28.65;304.4
3282;2,01314E+11;Товар_4310;РАО «Горбунов, Власов и Зиновьева»;13.10.2021;7841648.901560325;30.07.2021;nn-493/15;0.614477088;88.67;10.0;16.99;96.42
996;2,00709E+11;Товар_2333;ГК Автодилерство;13.11.2021;2925592.848612821;29.10.2021;nn-494/15;0.266256801;525.74;10.0;24.84;578.24
4477;2,00397E+11;Товар_2172;Адидас (Adidas);27.10.2021;2026290.743429404;18.10.2021;nn-495/15;5.36883569;256.21;;дек.26;285.93
3874;2,00474E+11;Товар_2364;Волков Лимитед;18.08.2021;2050294.2850348784;06.05.2021;nn-496/15;7.796137347;354.78;10.0;60.35;405.31
3128;2,00572E+11;Товар_3401;ИП «Дроздова»;14.09.2021;2195807.997297349;16.11.2021;nn-497/15;7.346404506;256.59;10.0;67.96;301.93
717;2,00276E+11;Товар_280;ООО «Кулаков, Казакова и Баранова»;06.08.2021;2000138.8169715216;17.09.2021;nn-498/15;4.411599168;2881.03;10.0;154.55;3193.2
3581;2,01034E+11;Товар_5653;АО «Гришин, Сорокина и Моисеева»;07.04.2021;5440544.183070134;20.05.2021;nn-499/15;11.818297997;165.48;10.0;58.61;186.88
1166;2,00507E+11;Товар_1389;НПО «Самойлов, Зыкова и Крылов»;15.08.2021;2020229.1214780577;07.09.2021;nn-500/15;1.881320396;463.11;20.0;76.5;538.27
1975;2,01057E+11;Товар_902;Кабанов Групп;17.05.2021;2785943.5333225634;08.04.2021;nn-501/15;3.468313587;811.07;10.0;82.15;926.66
4543;2,01469E+11;Товар_5711;ОАО «Кошелев-Беспалова»;10.10.2021;14379652.128706887;24.08.2021;nn-502/15;17.470820984;661.19;10.0;сен.15;698.41
1963;2,01529E+11;Товар_5129;РАО «Филатов»;13.07.2021;16000840.8;05.08.2021;nn-503/15;10.427682156;482.07;10.0;51.47;545.11
205;2,01315E+11;Товар_1193;РАО «Лапина, Логинов и Орехов»;04.02.2021;9880644.13866754;08.02.2021;nn-504/15;0.075995125;21.87;10.0;май.58;24.сен
3724;2,01081E+11;Товар_4086;РАО «Ситников-Кузнецова»;09.09.2021;5050933.840780494;08.10.2021;nn-505/15;0.486173493;31.92;10.0;03.мар;36.83
2608;2,00578E+11;Товар_2108;РАО «Лаврентьев, Федоров и Турова»;16.07.2021;2130743.4127027155;18.08.2021;nn-506/15;0.496663942;487.12;10.0;54.05;556.6
3428;2,00474E+11;Товар_3895;Молчанов Инкорпорэйтед;23.06.2021;2028071.9091842729;21.07.2021;nn-507/15;1.015826691;292.72;20.0;авг.21;316.32
2886;2,00212E+11;Товар_885;НПО «Мухина»;06.09.2021;2002462.065018276;26.08.2021;nn-508/15;4.223451395;524.04;10.0;244.47;638.41
3462;2,00516E+11;Товар_2839;ИП «Сафонов Блинов»;28.01.2021;2206650.154964892;01.03.2021;nn-509/15;5.747055446;84.86;20.0;авг.79;92.67
589;2,01243E+11;Товар_1767;ИП «Тихонов, Сысоев и Бирюков»;27.04.2021;6096791.224483476;30.06.2021;nn-510/15;0.105792845;236.09;;15.16;265.37
3627;2,01199E+11;Товар_1333;АО «Дроздов-Рожкова»;02.12.2021;4079884.694365823;19.11.2021;nn-511/15;2.025248638;242.29;10.0;74.0;272.62
1155;2,00352E+11;Товар_1974;ЗАО «Пестова-Герасимов»;12.08.2021;2007440.6306615688;03.09.2021;nn-512/15;3.411436416;18.26;20.0;0.46;18.65
884;2,01583E+11;Товар_5161;ИП «Аксенова, Матвеева и Гурьева»;07.06.2021;16000840.8;05.02.2021;nn-513/15;1.495424648;1060.56;10.0;109.63;1180.14
935;2,01E+11;Товар_243;ОАО «Филиппов-Тимофеева»;03.09.2021;3931856.909323868;08.10.2021;nn-514/15;0.493946279;1431.11;10.0;130.6;1599.36
4241;2,01197E+11;Товар_4701;Сладковско-Заречное;04.05.2021;7382296.331943746;07.08.2021;nn-515/15;3.832138052;77.91;10.0;25.июн;86.65
4896;2,00108E+11;Товар_1349;АО «Белозерова-Егорова»;14.11.2021;2000010.000695825;28.11.2021;nn-516/15;20.950099167;1510.36;10.0;113.79;1693.32
2948;2,01249E+11;Товар_4695;АО «Колобова»;25.09.2021;7843225.547029141;03.09.2021;nn-517/15;1.078627845;327.12;10.0;28.53;358.41
606;2,00561E+11;Товар_5083;ОАО «Горшков, Аксенова и Фокина»;13.10.2021;2033597.0702797452;16.10.2021;nn-518/15;0.114754592;336.83;;32.94;393.06
